#constant measurement,meu_measurement
#datatype tag,dateTime:2006-01-02T15:04:05Z,long
ID,DateTime,Count
80,2012-08-28T08:00:00Z,4
81,2012-08-28T09:00:00Z,4
82,2012-08-28T10:00:00Z,2
83,2012-08-28T11:00:00Z,2
84,2012-08-28T12:00:00Z,2
85,2012-08-28T13:00:00Z,2
86,2012-08-28T14:00:00Z,2
87,2012-08-28T15:00:00Z,2
88,2012-08-28T16:00:00Z,2
89,2012-08-28T17:00:00Z,4
90,2012-08-28T18:00:00Z,2
91,2012-08-28T19:00:00Z,2
92,2012-08-28T20:00:00Z,2
93,2012-08-28T21:00:00Z,4
94,2012-08-28T22:00:00Z,4
95,2012-08-28T23:00:00Z,2
96,2012-08-29T00:00:00Z,4
97,2012-08-29T01:00:00Z,6
98,2012-08-29T02:00:00Z,2
99,2012-08-29T03:00:00Z,2
100,2012-08-29T04:00:00Z,2
101,2012-08-29T05:00:00Z,2
102,2012-08-29T06:00:00Z,2
103,2012-08-29T07:00:00Z,2
104,2012-08-29T08:00:00Z,2
105,2012-08-29T09:00:00Z,2
106,2012-08-29T10:00:00Z,4
107,2012-08-29T11:00:00Z,2
108,2012-08-29T12:00:00Z,2
109,2012-08-29T13:00:00Z,2
110,2012-08-29T14:00:00Z,4
111,2012-08-29T15:00:00Z,2
112,2012-08-29T16:00:00Z,2
113,2012-08-29T17:00:00Z,2
114,2012-08-29T18:00:00Z,2
115,2012-08-29T19:00:00Z,2
116,2012-08-29T20:00:00Z,2
117,2012-08-29T21:00:00Z,2
118,2012-08-29T22:00:00Z,2
119,2012-08-29T23:00:00Z,4
120,2012-08-30T00:00:00Z,2
121,2012-08-30T01:00:00Z,8
122,2012-08-30T02:00:00Z,4
123,2012-08-30T03:00:00Z,2
124,2012-08-30T04:00:00Z,4
125,2012-08-30T05:00:00Z,2
126,2012-08-30T06:00:00Z,2
127,2012-08-30T07:00:00Z,2
128,2012-08-30T08:00:00Z,2
129,2012-08-30T09:00:00Z,2
130,2012-08-30T10:00:00Z,2
131,2012-08-30T11:00:00Z,4
132,2012-08-30T12:00:00Z,2
133,2012-08-30T13:00:00Z,2
134,2012-08-30T14:00:00Z,2
135,2012-08-30T15:00:00Z,4
136,2012-08-30T16:00:00Z,4
137,2012-08-30T17:00:00Z,2
138,2012-08-30T18:00:00Z,4
139,2012-08-30T19:00:00Z,2
140,2012-08-30T20:00:00Z,6
141,2012-08-30T21:00:00Z,4
142,2012-08-30T22:00:00Z,2
143,2012-08-30T23:00:00Z,4
144,2012-08-31T00:00:00Z,6
145,2012-08-31T01:00:00Z,4
146,2012-08-31T02:00:00Z,2
147,2012-08-31T03:00:00Z,2
148,2012-08-31T04:00:00Z,2
149,2012-08-31T05:00:00Z,2
150,2012-08-31T06:00:00Z,2
151,2012-08-31T07:00:00Z,6
152,2012-08-31T08:00:00Z,2
153,2012-08-31T09:00:00Z,2
154,2012-08-31T10:00:00Z,4
155,2012-08-31T11:00:00Z,2
156,2012-08-31T12:00:00Z,2
157,2012-08-31T13:00:00Z,4
158,2012-08-31T14:00:00Z,4
159,2012-08-31T15:00:00Z,2
160,2012-08-31T16:00:00Z,2
161,2012-08-31T17:00:00Z,2
162,2012-08-31T18:00:00Z,2
163,2012-08-31T19:00:00Z,4
164,2012-08-31T20:00:00Z,4
165,2012-08-31T21:00:00Z,2
166,2012-08-31T22:00:00Z,4
167,2012-08-31T23:00:00Z,10
168,2012-09-01T00:00:00Z,8
169,2012-09-01T01:00:00Z,4
170,2012-09-01T02:00:00Z,4
171,2012-09-01T03:00:00Z,2
172,2012-09-01T04:00:00Z,2
173,2012-09-01T05:00:00Z,2
174,2012-09-01T06:00:00Z,4
175,2012-09-01T07:00:00Z,4
176,2012-09-01T08:00:00Z,2
177,2012-09-01T09:00:00Z,2
178,2012-09-01T10:00:00Z,8
179,2012-09-01T11:00:00Z,8
180,2012-09-01T12:00:00Z,6
181,2012-09-01T13:00:00Z,6
182,2012-09-01T14:00:00Z,6
183,2012-09-01T15:00:00Z,6
184,2012-09-01T16:00:00Z,4
185,2012-09-01T17:00:00Z,4
186,2012-09-01T18:00:00Z,8
187,2012-09-01T19:00:00Z,2
188,2012-09-01T20:00:00Z,6
189,2012-09-01T21:00:00Z,2
190,2012-09-01T22:00:00Z,4
191,2012-09-01T23:00:00Z,8
192,2012-09-02T00:00:00Z,10
193,2012-09-02T01:00:00Z,2
194,2012-09-02T02:00:00Z,4
195,2012-09-02T03:00:00Z,2
196,2012-09-02T04:00:00Z,6
197,2012-09-02T05:00:00Z,4
198,2012-09-02T06:00:00Z,2
199,2012-09-02T07:00:00Z,4
200,2012-09-02T08:00:00Z,4
201,2012-09-02T09:00:00Z,6
202,2012-09-02T10:00:00Z,4
203,2012-09-02T11:00:00Z,2
204,2012-09-02T12:00:00Z,6
205,2012-09-02T13:00:00Z,10
206,2012-09-02T14:00:00Z,6
207,2012-09-02T15:00:00Z,4
208,2012-09-02T16:00:00Z,6
209,2012-09-02T17:00:00Z,4
210,2012-09-02T18:00:00Z,4
211,2012-09-02T19:00:00Z,8
212,2012-09-02T20:00:00Z,4
213,2012-09-02T21:00:00Z,8
214,2012-09-02T22:00:00Z,4
215,2012-09-02T23:00:00Z,4
216,2012-09-03T00:00:00Z,4
217,2012-09-03T01:00:00Z,2
218,2012-09-03T02:00:00Z,4
219,2012-09-03T03:00:00Z,4
220,2012-09-03T04:00:00Z,2
221,2012-09-03T05:00:00Z,4
222,2012-09-03T06:00:00Z,2
223,2012-09-03T07:00:00Z,6
224,2012-09-03T08:00:00Z,2
225,2012-09-03T09:00:00Z,2
226,2012-09-03T10:00:00Z,6
227,2012-09-03T11:00:00Z,8
228,2012-09-03T12:00:00Z,4
229,2012-09-03T13:00:00Z,2
230,2012-09-03T14:00:00Z,10
231,2012-09-03T15:00:00Z,4
232,2012-09-03T16:00:00Z,4
233,2012-09-03T17:00:00Z,8
234,2012-09-03T18:00:00Z,6
235,2012-09-03T19:00:00Z,6
236,2012-09-03T20:00:00Z,6
237,2012-09-03T21:00:00Z,2
238,2012-09-03T22:00:00Z,4
239,2012-09-03T23:00:00Z,6
240,2012-09-04T00:00:00Z,2
241,2012-09-04T01:00:00Z,4
242,2012-09-04T02:00:00Z,4
243,2012-09-04T03:00:00Z,2
244,2012-09-04T04:00:00Z,2
245,2012-09-04T05:00:00Z,2
246,2012-09-04T06:00:00Z,2
247,2012-09-04T07:00:00Z,2
248,2012-09-04T08:00:00Z,2
249,2012-09-04T09:00:00Z,4
250,2012-09-04T10:00:00Z,2
251,2012-09-04T11:00:00Z,2
252,2012-09-04T12:00:00Z,4
253,2012-09-04T13:00:00Z,2
254,2012-09-04T14:00:00Z,2
255,2012-09-04T15:00:00Z,4
256,2012-09-04T16:00:00Z,2
257,2012-09-04T17:00:00Z,2
258,2012-09-04T18:00:00Z,2
259,2012-09-04T19:00:00Z,2
260,2012-09-04T20:00:00Z,4
261,2012-09-04T21:00:00Z,4
262,2012-09-04T22:00:00Z,4
263,2012-09-04T23:00:00Z,4
264,2012-09-05T00:00:00Z,2
265,2012-09-05T01:00:00Z,4
266,2012-09-05T02:00:00Z,10
267,2012-09-05T03:00:00Z,4
268,2012-09-05T04:00:00Z,4
269,2012-09-05T05:00:00Z,2
270,2012-09-05T06:00:00Z,2
271,2012-09-05T07:00:00Z,2
272,2012-09-05T08:00:00Z,2
273,2012-09-05T09:00:00Z,4
274,2012-09-05T10:00:00Z,4
275,2012-09-05T11:00:00Z,2
276,2012-09-05T12:00:00Z,6
277,2012-09-05T13:00:00Z,2
278,2012-09-05T14:00:00Z,2
279,2012-09-05T15:00:00Z,4
280,2012-09-05T16:00:00Z,2
281,2012-09-05T17:00:00Z,2
282,2012-09-05T18:00:00Z,2
283,2012-09-05T19:00:00Z,8
284,2012-09-05T20:00:00Z,4
285,2012-09-05T21:00:00Z,8
286,2012-09-05T22:00:00Z,14
287,2012-09-05T23:00:00Z,8
288,2012-09-06T00:00:00Z,6
289,2012-09-06T01:00:00Z,2
290,2012-09-06T02:00:00Z,2
291,2012-09-06T03:00:00Z,2
292,2012-09-06T04:00:00Z,2
293,2012-09-06T05:00:00Z,2
294,2012-09-06T06:00:00Z,4
295,2012-09-06T07:00:00Z,6
296,2012-09-06T08:00:00Z,2
297,2012-09-06T09:00:00Z,6
298,2012-09-06T10:00:00Z,2
299,2012-09-06T11:00:00Z,6
300,2012-09-06T12:00:00Z,8
301,2012-09-06T13:00:00Z,6
302,2012-09-06T14:00:00Z,6
303,2012-09-06T15:00:00Z,6
304,2012-09-06T16:00:00Z,6
305,2012-09-06T17:00:00Z,2
306,2012-09-06T18:00:00Z,4
307,2012-09-06T19:00:00Z,2
308,2012-09-06T20:00:00Z,6
309,2012-09-06T21:00:00Z,2
310,2012-09-06T22:00:00Z,6
311,2012-09-06T23:00:00Z,4
312,2012-09-07T00:00:00Z,4
313,2012-09-07T01:00:00Z,2
314,2012-09-07T02:00:00Z,4
315,2012-09-07T03:00:00Z,2
316,2012-09-07T04:00:00Z,2
317,2012-09-07T05:00:00Z,2
318,2012-09-07T06:00:00Z,2
319,2012-09-07T07:00:00Z,2
320,2012-09-07T08:00:00Z,2
321,2012-09-07T09:00:00Z,4
322,2012-09-07T10:00:00Z,4
323,2012-09-07T11:00:00Z,2
324,2012-09-07T12:00:00Z,4
325,2012-09-07T13:00:00Z,2
326,2012-09-07T14:00:00Z,2
327,2012-09-07T15:00:00Z,2
328,2012-09-07T16:00:00Z,4
329,2012-09-07T17:00:00Z,6
330,2012-09-07T18:00:00Z,4
331,2012-09-07T19:00:00Z,2
332,2012-09-07T20:00:00Z,2
333,2012-09-07T21:00:00Z,4
334,2012-09-07T22:00:00Z,2
335,2012-09-07T23:00:00Z,2
336,2012-09-08T00:00:00Z,2
337,2012-09-08T01:00:00Z,36
338,2012-09-08T02:00:00Z,2
339,2012-09-08T03:00:00Z,4
340,2012-09-08T04:00:00Z,2
341,2012-09-08T05:00:00Z,2
342,2012-09-08T06:00:00Z,2
343,2012-09-08T07:00:00Z,2
344,2012-09-08T08:00:00Z,2
345,2012-09-08T09:00:00Z,2
346,2012-09-08T10:00:00Z,2
347,2012-09-08T11:00:00Z,2
348,2012-09-08T12:00:00Z,4
349,2012-09-08T13:00:00Z,4
350,2012-09-08T14:00:00Z,4
351,2012-09-08T15:00:00Z,2
352,2012-09-08T16:00:00Z,4
353,2012-09-08T17:00:00Z,2
354,2012-09-08T18:00:00Z,6
355,2012-09-08T19:00:00Z,2
356,2012-09-08T20:00:00Z,2
357,2012-09-08T21:00:00Z,4
358,2012-09-08T22:00:00Z,4
359,2012-09-08T23:00:00Z,2
360,2012-09-09T00:00:00Z,2
361,2012-09-09T01:00:00Z,2
362,2012-09-09T02:00:00Z,2
363,2012-09-09T03:00:00Z,2
364,2012-09-09T04:00:00Z,2
365,2012-09-09T05:00:00Z,2
366,2012-09-09T06:00:00Z,2
367,2012-09-09T07:00:00Z,2
368,2012-09-09T08:00:00Z,2
369,2012-09-09T09:00:00Z,4
370,2012-09-09T10:00:00Z,8
371,2012-09-09T11:00:00Z,4
372,2012-09-09T12:00:00Z,4
373,2012-09-09T13:00:00Z,6
374,2012-09-09T14:00:00Z,2
375,2012-09-09T15:00:00Z,4
376,2012-09-09T16:00:00Z,2
377,2012-09-09T17:00:00Z,2
378,2012-09-09T18:00:00Z,4
379,2012-09-09T19:00:00Z,2
380,2012-09-09T20:00:00Z,2
381,2012-09-09T21:00:00Z,2
382,2012-09-09T22:00:00Z,2
383,2012-09-09T23:00:00Z,2
384,2012-09-10T00:00:00Z,2
385,2012-09-10T01:00:00Z,2
386,2012-09-10T02:00:00Z,2
387,2012-09-10T03:00:00Z,2
388,2012-09-10T04:00:00Z,2
389,2012-09-10T05:00:00Z,2
390,2012-09-10T06:00:00Z,2
391,2012-09-10T07:00:00Z,2
392,2012-09-10T08:00:00Z,2
393,2012-09-10T09:00:00Z,2
394,2012-09-10T10:00:00Z,2
395,2012-09-10T11:00:00Z,2
396,2012-09-10T12:00:00Z,4
397,2012-09-10T13:00:00Z,2
398,2012-09-10T14:00:00Z,2
399,2012-09-10T15:00:00Z,2
400,2012-09-10T16:00:00Z,2
401,2012-09-10T17:00:00Z,6
402,2012-09-10T18:00:00Z,2
403,2012-09-10T19:00:00Z,2
404,2012-09-10T20:00:00Z,2
405,2012-09-10T21:00:00Z,4
406,2012-09-10T22:00:00Z,8
407,2012-09-10T23:00:00Z,4
408,2012-09-11T00:00:00Z,6
409,2012-09-11T01:00:00Z,2
410,2012-09-11T02:00:00Z,2
411,2012-09-11T03:00:00Z,2
412,2012-09-11T04:00:00Z,2
413,2012-09-11T05:00:00Z,2
414,2012-09-11T06:00:00Z,2
415,2012-09-11T07:00:00Z,4
416,2012-09-11T08:00:00Z,2
417,2012-09-11T09:00:00Z,2
418,2012-09-11T10:00:00Z,2
419,2012-09-11T11:00:00Z,2
420,2012-09-11T12:00:00Z,2
421,2012-09-11T13:00:00Z,2
422,2012-09-11T14:00:00Z,2
423,2012-09-11T15:00:00Z,2
424,2012-09-11T16:00:00Z,2
425,2012-09-11T17:00:00Z,2
426,2012-09-11T18:00:00Z,2
427,2012-09-11T19:00:00Z,2
428,2012-09-11T20:00:00Z,2
429,2012-09-11T21:00:00Z,2
430,2012-09-11T22:00:00Z,6
431,2012-09-11T23:00:00Z,2
432,2012-09-12T00:00:00Z,8
433,2012-09-12T01:00:00Z,2
434,2012-09-12T02:00:00Z,2
435,2012-09-12T03:00:00Z,2
436,2012-09-12T04:00:00Z,2
437,2012-09-12T05:00:00Z,2
438,2012-09-12T06:00:00Z,2
439,2012-09-12T07:00:00Z,2
440,2012-09-12T08:00:00Z,4
441,2012-09-12T09:00:00Z,6
442,2012-09-12T10:00:00Z,4
443,2012-09-12T11:00:00Z,4
444,2012-09-12T12:00:00Z,4
445,2012-09-12T13:00:00Z,2
446,2012-09-12T14:00:00Z,2
447,2012-09-12T15:00:00Z,4
448,2012-09-12T16:00:00Z,6
449,2012-09-12T17:00:00Z,2
450,2012-09-12T18:00:00Z,2
451,2012-09-12T19:00:00Z,4
452,2012-09-12T20:00:00Z,2
453,2012-09-12T21:00:00Z,6
454,2012-09-12T22:00:00Z,8
455,2012-09-12T23:00:00Z,2
456,2012-09-13T00:00:00Z,2
457,2012-09-13T01:00:00Z,6
458,2012-09-13T02:00:00Z,2
459,2012-09-13T03:00:00Z,2
460,2012-09-13T04:00:00Z,2
461,2012-09-13T05:00:00Z,2
462,2012-09-13T06:00:00Z,2
463,2012-09-13T07:00:00Z,2
464,2012-09-13T08:00:00Z,2
465,2012-09-13T09:00:00Z,2
466,2012-09-13T10:00:00Z,4
467,2012-09-13T11:00:00Z,2
468,2012-09-13T12:00:00Z,4
469,2012-09-13T13:00:00Z,2
470,2012-09-13T14:00:00Z,2
471,2012-09-13T15:00:00Z,2
472,2012-09-13T16:00:00Z,4
473,2012-09-13T17:00:00Z,2
474,2012-09-13T18:00:00Z,4
475,2012-09-13T19:00:00Z,4
476,2012-09-13T20:00:00Z,4
477,2012-09-13T21:00:00Z,2
478,2012-09-13T22:00:00Z,8
479,2012-09-13T23:00:00Z,4
480,2012-09-14T00:00:00Z,4
481,2012-09-14T01:00:00Z,2
482,2012-09-14T02:00:00Z,2
483,2012-09-14T03:00:00Z,2
484,2012-09-14T04:00:00Z,2
485,2012-09-14T05:00:00Z,2
486,2012-09-14T06:00:00Z,2
487,2012-09-14T07:00:00Z,2
488,2012-09-14T08:00:00Z,2
489,2012-09-14T09:00:00Z,2
490,2012-09-14T10:00:00Z,8
491,2012-09-14T11:00:00Z,6
492,2012-09-14T12:00:00Z,2
493,2012-09-14T13:00:00Z,4
494,2012-09-14T14:00:00Z,6
495,2012-09-14T15:00:00Z,4
496,2012-09-14T16:00:00Z,4
497,2012-09-14T17:00:00Z,2
498,2012-09-14T18:00:00Z,4
499,2012-09-14T19:00:00Z,6
500,2012-09-14T20:00:00Z,4
501,2012-09-14T21:00:00Z,4
502,2012-09-14T22:00:00Z,4
503,2012-09-14T23:00:00Z,4
504,2012-09-15T00:00:00Z,4
505,2012-09-15T01:00:00Z,8
506,2012-09-15T02:00:00Z,4
507,2012-09-15T03:00:00Z,4
508,2012-09-15T04:00:00Z,4
509,2012-09-15T05:00:00Z,2
510,2012-09-15T06:00:00Z,2
511,2012-09-15T07:00:00Z,4
512,2012-09-15T08:00:00Z,6
513,2012-09-15T09:00:00Z,2
514,2012-09-15T10:00:00Z,4
515,2012-09-15T11:00:00Z,8
516,2012-09-15T12:00:00Z,8
517,2012-09-15T13:00:00Z,4
518,2012-09-15T14:00:00Z,4
519,2012-09-15T15:00:00Z,2
520,2012-09-15T16:00:00Z,2
521,2012-09-15T17:00:00Z,2
522,2012-09-15T18:00:00Z,2
523,2012-09-15T19:00:00Z,2
524,2012-09-15T20:00:00Z,4
525,2012-09-15T21:00:00Z,2
526,2012-09-15T22:00:00Z,4
527,2012-09-15T23:00:00Z,4
528,2012-09-16T00:00:00Z,4
529,2012-09-16T01:00:00Z,2
530,2012-09-16T02:00:00Z,2
531,2012-09-16T03:00:00Z,2
532,2012-09-16T04:00:00Z,2
533,2012-09-16T05:00:00Z,2
534,2012-09-16T06:00:00Z,2
535,2012-09-16T07:00:00Z,2
536,2012-09-16T08:00:00Z,2
537,2012-09-16T09:00:00Z,4
538,2012-09-16T10:00:00Z,4
539,2012-09-16T11:00:00Z,8
540,2012-09-16T12:00:00Z,4
541,2012-09-16T13:00:00Z,2
542,2012-09-16T14:00:00Z,2
543,2012-09-16T15:00:00Z,2
544,2012-09-16T16:00:00Z,2
545,2012-09-16T17:00:00Z,6
546,2012-09-16T18:00:00Z,2
547,2012-09-16T19:00:00Z,2
548,2012-09-16T20:00:00Z,4
549,2012-09-16T21:00:00Z,2
550,2012-09-16T22:00:00Z,4
551,2012-09-16T23:00:00Z,2
552,2012-09-17T00:00:00Z,4
553,2012-09-17T01:00:00Z,2
554,2012-09-17T02:00:00Z,2
555,2012-09-17T03:00:00Z,2
556,2012-09-17T04:00:00Z,2
557,2012-09-17T05:00:00Z,2
558,2012-09-17T06:00:00Z,2
559,2012-09-17T07:00:00Z,2
560,2012-09-17T08:00:00Z,2
561,2012-09-17T09:00:00Z,4
562,2012-09-17T10:00:00Z,2
563,2012-09-17T11:00:00Z,4
564,2012-09-17T12:00:00Z,4
565,2012-09-17T13:00:00Z,2
566,2012-09-17T14:00:00Z,6
567,2012-09-17T15:00:00Z,6
568,2012-09-17T16:00:00Z,6
569,2012-09-17T17:00:00Z,8
570,2012-09-17T18:00:00Z,2
571,2012-09-17T19:00:00Z,2
572,2012-09-17T20:00:00Z,4
573,2012-09-17T21:00:00Z,4
574,2012-09-17T22:00:00Z,8
575,2012-09-17T23:00:00Z,10
576,2012-09-18T00:00:00Z,8
577,2012-09-18T01:00:00Z,14
578,2012-09-18T02:00:00Z,2
579,2012-09-18T03:00:00Z,8
580,2012-09-18T04:00:00Z,2
581,2012-09-18T05:00:00Z,2
582,2012-09-18T06:00:00Z,2
583,2012-09-18T07:00:00Z,6
584,2012-09-18T08:00:00Z,10
585,2012-09-18T09:00:00Z,12
586,2012-09-18T10:00:00Z,6
587,2012-09-18T11:00:00Z,8
588,2012-09-18T12:00:00Z,10
589,2012-09-18T13:00:00Z,12
590,2012-09-18T14:00:00Z,12
591,2012-09-18T15:00:00Z,2
592,2012-09-18T16:00:00Z,4
593,2012-09-18T17:00:00Z,4
594,2012-09-18T18:00:00Z,8
595,2012-09-18T19:00:00Z,6
596,2012-09-18T20:00:00Z,6
597,2012-09-18T21:00:00Z,12
598,2012-09-18T22:00:00Z,12
599,2012-09-18T23:00:00Z,20
600,2012-09-19T00:00:00Z,10
601,2012-09-19T01:00:00Z,16
602,2012-09-19T02:00:00Z,8
603,2012-09-19T03:00:00Z,4
604,2012-09-19T04:00:00Z,2
605,2012-09-19T05:00:00Z,2
606,2012-09-19T06:00:00Z,8
607,2012-09-19T07:00:00Z,2
608,2012-09-19T08:00:00Z,6
609,2012-09-19T09:00:00Z,6
610,2012-09-19T10:00:00Z,10
611,2012-09-19T11:00:00Z,8
612,2012-09-19T12:00:00Z,12
613,2012-09-19T13:00:00Z,2
614,2012-09-19T14:00:00Z,2
615,2012-09-19T15:00:00Z,8
616,2012-09-19T16:00:00Z,6
617,2012-09-19T17:00:00Z,10
618,2012-09-19T18:00:00Z,6
619,2012-09-19T19:00:00Z,4
620,2012-09-19T20:00:00Z,8
621,2012-09-19T21:00:00Z,6
622,2012-09-19T22:00:00Z,4
623,2012-09-19T23:00:00Z,8
624,2012-09-20T00:00:00Z,4
625,2012-09-20T01:00:00Z,8
626,2012-09-20T02:00:00Z,4
627,2012-09-20T03:00:00Z,2
628,2012-09-20T04:00:00Z,2
629,2012-09-20T05:00:00Z,4
630,2012-09-20T06:00:00Z,2
631,2012-09-20T07:00:00Z,4
632,2012-09-20T08:00:00Z,2
633,2012-09-20T09:00:00Z,4
634,2012-09-20T10:00:00Z,2
635,2012-09-20T11:00:00Z,4
636,2012-09-20T12:00:00Z,2
637,2012-09-20T13:00:00Z,4
638,2012-09-20T14:00:00Z,2
639,2012-09-20T15:00:00Z,10
640,2012-09-20T16:00:00Z,4
641,2012-09-20T17:00:00Z,2
642,2012-09-20T18:00:00Z,2
643,2012-09-20T19:00:00Z,2
644,2012-09-20T20:00:00Z,4
645,2012-09-20T21:00:00Z,2
646,2012-09-20T22:00:00Z,4
647,2012-09-20T23:00:00Z,4
648,2012-09-21T00:00:00Z,8
649,2012-09-21T01:00:00Z,6
650,2012-09-21T02:00:00Z,2
651,2012-09-21T03:00:00Z,4
652,2012-09-21T04:00:00Z,4
653,2012-09-21T05:00:00Z,2
654,2012-09-21T06:00:00Z,2
655,2012-09-21T07:00:00Z,2
656,2012-09-21T08:00:00Z,2
657,2012-09-21T09:00:00Z,4
658,2012-09-21T10:00:00Z,2
659,2012-09-21T11:00:00Z,4
660,2012-09-21T12:00:00Z,8
661,2012-09-21T13:00:00Z,4
662,2012-09-21T14:00:00Z,2
663,2012-09-21T15:00:00Z,4
664,2012-09-21T16:00:00Z,2
665,2012-09-21T17:00:00Z,2
666,2012-09-21T18:00:00Z,2
667,2012-09-21T19:00:00Z,4
668,2012-09-21T20:00:00Z,2
669,2012-09-21T21:00:00Z,4
670,2012-09-21T22:00:00Z,8
671,2012-09-21T23:00:00Z,6
672,2012-09-22T00:00:00Z,8
673,2012-09-22T01:00:00Z,4
674,2012-09-22T02:00:00Z,2
675,2012-09-22T03:00:00Z,2
676,2012-09-22T04:00:00Z,4
677,2012-09-22T05:00:00Z,4
678,2012-09-22T06:00:00Z,4
679,2012-09-22T07:00:00Z,2
680,2012-09-22T08:00:00Z,2
681,2012-09-22T09:00:00Z,4
682,2012-09-22T10:00:00Z,2
683,2012-09-22T11:00:00Z,6
684,2012-09-22T12:00:00Z,4
685,2012-09-22T13:00:00Z,4
686,2012-09-22T14:00:00Z,2
687,2012-09-22T15:00:00Z,2
688,2012-09-22T16:00:00Z,2
689,2012-09-22T17:00:00Z,4
690,2012-09-22T18:00:00Z,2
691,2012-09-22T19:00:00Z,2
692,2012-09-22T20:00:00Z,2
693,2012-09-22T21:00:00Z,4
694,2012-09-22T22:00:00Z,4
695,2012-09-22T23:00:00Z,2
696,2012-09-23T00:00:00Z,4
697,2012-09-23T01:00:00Z,4
698,2012-09-23T02:00:00Z,2
699,2012-09-23T03:00:00Z,4
700,2012-09-23T04:00:00Z,6
701,2012-09-23T05:00:00Z,2
702,2012-09-23T06:00:00Z,2
703,2012-09-23T07:00:00Z,2
704,2012-09-23T08:00:00Z,2
705,2012-09-23T09:00:00Z,2
706,2012-09-23T10:00:00Z,2
707,2012-09-23T11:00:00Z,6
708,2012-09-23T12:00:00Z,2
709,2012-09-23T13:00:00Z,4
710,2012-09-23T14:00:00Z,4
711,2012-09-23T15:00:00Z,8
712,2012-09-23T16:00:00Z,4
713,2012-09-23T17:00:00Z,6
714,2012-09-23T18:00:00Z,6
715,2012-09-23T19:00:00Z,8
716,2012-09-23T20:00:00Z,10
717,2012-09-23T21:00:00Z,4
718,2012-09-23T22:00:00Z,2
719,2012-09-23T23:00:00Z,6
720,2012-09-24T00:00:00Z,8
721,2012-09-24T01:00:00Z,10
722,2012-09-24T02:00:00Z,8
723,2012-09-24T03:00:00Z,2
724,2012-09-24T04:00:00Z,2
725,2012-09-24T05:00:00Z,4
726,2012-09-24T06:00:00Z,4
727,2012-09-24T07:00:00Z,4
728,2012-09-24T08:00:00Z,6
729,2012-09-24T09:00:00Z,10
730,2012-09-24T10:00:00Z,4
731,2012-09-24T11:00:00Z,6
